ticker,alpha,market_beta,r_squared,adj_r_squared,alpha_p_value,market_beta_p_value,n_observations
MSFT,0.00036187642050813283,1.1369546318972887,0.6263443368586223,0.6261955293464194,0.07876958652902266,0.0,2513
LMT,0.00016913754522717377,0.5251919015727006,0.17876237608783352,0.17843532008468255,0.5214436973548264,1.5512110784969647e-109,2513
