Date,MSFT_rolling_beta,LMT_rolling_beta
2018-12-06,1.4302098874176163,0.7683626172007214
2018-12-07,1.4378850471119018,0.7542622867101716
2018-12-10,1.4405914188072353,0.7551816240864526
2018-12-11,1.4378624408183929,0.7556785468676803
2018-12-12,1.4352563146233737,0.7547185187995792
2018-12-13,1.4345689938269937,0.7546288410914489
2018-12-14,1.4385891272325264,0.7554099653932481
2018-12-17,1.4383374596214842,0.7666000131620512
2018-12-18,1.4341640092902548,0.762334428714082
2018-12-19,1.427027912307899,0.7681424372168744
2018-12-20,1.4261993471457988,0.779153798437624
2018-12-21,1.4285647768349674,0.7920136724222135
2018-12-24,1.4352435368715855,0.814266348095835
2018-12-26,1.4252756411598295,0.7888182882649071
2018-12-27,1.4235534295305423,0.7961487389256717
2018-12-28,1.423517311396609,0.7960642735144563
2018-12-31,1.423145080684116,0.7940622401117725
2019-01-02,1.423330205846078,0.7951792937919463
2019-01-03,1.4283009346413467,0.8035374947459093
2019-01-04,1.4231283128434866,0.8013836722658636
2019-01-07,1.4188469013851395,0.8007172159711833
2019-01-08,1.415760442417783,0.7994909897037132
2019-01-09,1.4169345871450547,0.7996532827545886
2019-01-10,1.415398421590048,0.8023399289573782
2019-01-11,1.4152738283663464,0.8023890164113228
2019-01-14,1.4181321773557505,0.8033528695020029
2019-01-15,1.4210697439184294,0.7965100477180644
2019-01-16,1.4197016347229177,0.7930230279808668
2019-01-17,1.4166664679120067,0.795282632956526
2019-01-18,1.414828665920959,0.7969940961502264
2019-01-22,1.4160072764541658,0.7979292558485227
2019-01-23,1.4149225529530949,0.8023774069398335
2019-01-24,1.4142776566015323,0.8029223737064932
2019-01-25,1.4129135332081053,0.8029254019168235
2019-01-28,1.4150738285435929,0.8002612991467817
2019-01-29,1.4153271913525372,0.7916906143570336
2019-01-30,1.421773269942969,0.7899834188156959
2019-01-31,1.4130014100487926,0.787977826754942
2019-02-01,1.412647181613287,0.7883415600204173
2019-02-04,1.4168349067251655,0.7935146243846152
2019-02-05,1.4198525777452962,0.7961980758296233
2019-02-06,1.440994081981244,0.7779210668359298
2019-02-07,1.432006817663583,0.7803647213683325
2019-02-08,1.430224436638531,0.7839391201299098
2019-02-11,1.430472478725674,0.7797646102781406
2019-02-12,1.4203169791656727,0.776141919861309
2019-02-13,1.4241648796239326,0.7747813917212922
2019-02-14,1.423645017939542,0.7743754820252194
2019-02-15,1.4254840357223808,0.7785438373572489
2019-02-19,1.42424688700913,0.7742505425481194
2019-02-20,1.4237596971729007,0.7746155236046822
2019-02-21,1.423858173186241,0.7753995541526219
2019-02-22,1.42357794888941,0.7762285798229936
2019-02-25,1.4237106187600115,0.7760096337072028
2019-02-26,1.421685028474723,0.7771191110147819
2019-02-27,1.4224452667453067,0.7805633233171051
2019-02-28,1.4241052364919027,0.7826959040720117
2019-03-01,1.4267497219694463,0.7808916372221141
2019-03-04,1.4287614799930604,0.7713690718865845
2019-03-05,1.4311026010605188,0.7707712875823032
2019-03-06,1.4311767824617594,0.7734526973450739
2019-03-07,1.432746356419111,0.7731374728701932
2019-03-08,1.4323937445563266,0.7734032849563893
2019-03-11,1.4317820856891634,0.7740411510624363
2019-03-12,1.433850546090242,0.7835872274431755
2019-03-13,1.4333024676800141,0.7828829702595597
2019-03-14,1.429374685052725,0.7851158593704564
2019-03-15,1.4301801645648675,0.7829940818644957
2019-03-18,1.4316424044363534,0.783711606035388
2019-03-19,1.4316008304349457,0.7844172250328244
2019-03-20,1.4314620366484336,0.7958605393423709
2019-03-21,1.4339813911349208,0.7965995640273059
2019-03-22,1.4307597693303902,0.7958436132732435
2019-03-25,1.4365796469474736,0.7918648510429984
2019-03-26,1.4340445384644196,0.8270941050599864
2019-03-27,1.3975773530491171,0.8256121927705354
2019-03-28,1.3816091788511475,0.8269661779241442
2019-03-29,1.3817549076372588,0.828499375483451
2019-04-01,1.377709187764362,0.8323212105515604
2019-04-02,1.3783822572771547,0.8371446618897614
2019-04-03,1.380789239318042,0.8375365808670703
2019-04-04,1.3746639861883028,0.8325182215397351
2019-04-05,1.3769788935448897,0.8312218361117283
2019-04-08,1.382586168625598,0.816881676785399
2019-04-09,1.381661611753175,0.8178040666943299
2019-04-10,1.3831109028431325,0.8176479783679474
2019-04-11,1.3820211856117997,0.8183660475426011
2019-04-12,1.378771323844047,0.8192985733958005
2019-04-15,1.3785370279522104,0.8198612732507656
2019-04-16,1.3784492468041005,0.8190837368586383
2019-04-17,1.3747191161462107,0.8177395067890931
2019-04-18,1.3750352845802607,0.8179189816990076
2019-04-22,1.3756191120518575,0.8203786333868909
2019-04-23,1.3749871379190306,0.8407463399582215
2019-04-24,1.3752460416592156,0.8421923295669691
2019-04-25,1.3690545955053386,0.8138311787340003
2019-04-26,1.3688643589038867,0.8132560323275243
2019-04-29,1.3658448021579064,0.8150887598943455
2019-04-30,1.3658383545781814,0.8142582147109838
2019-05-01,1.3646832986253303,0.8144483338811166
2019-05-02,1.3646399180241926,0.8178038442005826
2019-05-03,1.3647219056261042,0.8144374531736898
2019-05-06,1.3660338445147504,0.8149346563353809
2019-05-07,1.3684746884135945,0.8185916812774159
2019-05-08,1.3675303143699722,0.8147878401017533
2019-05-09,1.3672549214512746,0.8121623909479043
2019-05-10,1.3687583996986892,0.8131049789343162
2019-05-13,1.3634705343165787,0.8130242388076243
2019-05-14,1.3630872047482372,0.8113354868070312
2019-05-15,1.3642515228077712,0.809036563445577
2019-05-16,1.3675945671336165,0.8134433745675825
2019-05-17,1.3680207881510549,0.8141381371075886
2019-05-20,1.3697727977174419,0.8095689829240296
2019-05-21,1.3673338125846448,0.8090440351456384
2019-05-22,1.3649779475418553,0.8081931017058789
2019-05-23,1.3622811256762408,0.8008900154277754
2019-05-24,1.361185818286698,0.7977799085549825
2019-05-28,1.3581740927691603,0.7970071078077744
2019-05-29,1.3587074544578648,0.7927984774321988
2019-05-30,1.3628282716349611,0.7916861115223189
2019-05-31,1.3669574677441945,0.787182211011969
2019-06-03,1.3728559285932185,0.7818748815900576
2019-06-04,1.3664476137576982,0.7783864237092483
2019-06-05,1.3692772952324752,0.7792624786905198
2019-06-06,1.3707290359684412,0.7778889714348993
2019-06-07,1.3792099328255114,0.7800456888769289
2019-06-10,1.3784454196335547,0.7773685283354058
2019-06-11,1.3783697319047337,0.7786705437655297
2019-06-12,1.3789747705721556,0.7786700249110687
2019-06-13,1.3787300941434848,0.7811428222489194
2019-06-14,1.3781812340817303,0.780558330748883
2019-06-17,1.3781003613590284,0.7817901564660625
2019-06-18,1.3784478451954998,0.7838128795163788
2019-06-19,1.3785656644900839,0.7841064137784384
2019-06-20,1.37775787556511,0.785099606388669
2019-06-21,1.3771119004592094,0.7859926368234745
2019-06-24,1.3762333402879199,0.7845080319626032
2019-06-25,1.3840732780990823,0.7813423212922
2019-06-26,1.383520766355445,0.7866404485993976
2019-06-27,1.3816197958828003,0.7853668268742284
2019-06-28,1.3775493528833793,0.7840387449312466
2019-07-01,1.3775035433172036,0.7813579854773949
2019-07-02,1.3776802516241273,0.7819961480136125
2019-07-03,1.3750040534104155,0.7810581896926063
2019-07-05,1.37428904493846,0.7818379286643398
2019-07-08,1.3746949317766017,0.7842092026885917
2019-07-09,1.3739234596701524,0.7867519511280433
2019-07-10,1.3769668269744055,0.779712456426917
2019-07-11,1.3770821781907585,0.7791934348035273
2019-07-12,1.3782372403219523,0.7781601970729302
2019-07-15,1.3753133761512997,0.7735198509325167
2019-07-16,1.376429805447979,0.77381706034097
2019-07-17,1.3756355465925532,0.7778271295634801
2019-07-18,1.3745988185324371,0.7782392095965646
2019-07-19,1.3738000762990195,0.7763749159233965
2019-07-22,1.3741483513425368,0.7765596422314249
2019-07-23,1.3741776808853012,0.7758212968025342
2019-07-24,1.3735676073027199,0.7829855606928673
2019-07-25,1.3730568506470204,0.7800080159678889
2019-07-26,1.3663436972883016,0.7775598153068541
2019-07-29,1.3653425142496198,0.7769335212719026
2019-07-30,1.3631303520384908,0.7807800237003241
2019-07-31,1.3661168437808664,0.7797268121721813
2019-08-01,1.3553083985048022,0.7727396283800172
2019-08-02,1.3546282931833087,0.7715264314823975
2019-08-05,1.3467322084257622,0.7594548989128446
2019-08-06,1.3470067061488318,0.7665662515069686
2019-08-07,1.3481693581012613,0.7693930166982949
2019-08-08,1.3472873401155918,0.7734610881341867
2019-08-09,1.3470917128006425,0.771939109896767
2019-08-12,1.345820750552327,0.7674930811795191
2019-08-13,1.345964736959076,0.7602876936874636
2019-08-14,1.3365447975518612,0.761395024249424
2019-08-15,1.3356643981857652,0.7596299897462078
2019-08-16,1.3330239646919646,0.758974781262669
2019-08-19,1.3370452998135314,0.7533527395375349
2019-08-20,1.3374666825148727,0.7516704022704221
2019-08-21,1.3380172060600584,0.7510035396212811
2019-08-22,1.3398679807516394,0.7510440692360109
2019-08-23,1.337338203929591,0.7550140234548345
2019-08-26,1.3376733176018563,0.7546948548423422
2019-08-27,1.3369029038240925,0.7547641819266905
2019-08-28,1.334183188962928,0.7531870074840871
2019-08-29,1.334088015948175,0.7522820527302551
2019-08-30,1.3326363269189596,0.7533085382113005
2019-09-03,1.3339724901428482,0.7504977047893112
2019-09-04,1.3325675008368756,0.7513508008490847
2019-09-05,1.3312535321366346,0.7411947555404008
2019-09-06,1.3278956955158963,0.7412195816166437
2019-09-09,1.3286944337985027,0.7447934753418075
2019-09-10,1.3277885124598718,0.7448117826776242
2019-09-11,1.323779386891853,0.7443277584688696
2019-09-12,1.3228850253338031,0.7457749371942395
2019-09-13,1.3228909552223962,0.7457849789914868
2019-09-16,1.3227143095606209,0.741954614149735
2019-09-17,1.3229053975023966,0.7415843026870887
2019-09-18,1.3222319399577984,0.7451882614054621
2019-09-19,1.3216451253577126,0.7441629390447455
2019-09-20,1.3228649915512893,0.7460242236095719
2019-09-23,1.321448688826543,0.752388272623723
2019-09-24,1.3218785931319867,0.7494172845064128
2019-09-25,1.323605198859995,0.7489441079628403
2019-09-26,1.3227930951720162,0.7480869738008282
2019-09-27,1.3240204271812945,0.7500024051752545
2019-09-30,1.32440109000916,0.7496241631707763
2019-10-01,1.3233731043575558,0.7521786146215986
2019-10-02,1.320490928920187,0.7538394589370976
2019-10-03,1.3205126382968988,0.7537071276106744
2019-10-04,1.3181047358257374,0.7549770566331957
2019-10-07,1.315623196303554,0.7587968425167938
2019-10-08,1.310894966035538,0.754503201637696
2019-10-09,1.312057041522987,0.7547150212079844
2019-10-10,1.3123889070146468,0.7544701085740371
2019-10-11,1.2941044539031654,0.7382477958481545
2019-10-14,1.3089832597000852,0.7263440236933049
2019-10-15,1.301849431643955,0.7267396701791368
2019-10-16,1.3002067945754858,0.7290413968165165
2019-10-17,1.2977584484111169,0.7261949044519669
2019-10-18,1.2995800050317416,0.7273783139595962
2019-10-21,1.2985798176504173,0.7240461382859742
2019-10-22,1.300391706678959,0.7240771719741346
2019-10-23,1.3024729279499554,0.7235130456724269
2019-10-24,1.3021488386813653,0.7207805905882452
2019-10-25,1.2885502363769916,0.7081127204805168
2019-10-28,1.269177738938853,0.7280390630564423
2019-10-29,1.2747147851302933,0.7325520441986852
2019-10-30,1.2693000016102607,0.7172102877159994
2019-10-31,1.283958948433298,0.7161957587891774
2019-11-01,1.2734714497484492,0.7154492763765424
2019-11-04,1.285496677843471,0.7091758179400227
2019-11-05,1.2873261220728556,0.7098110352464613
2019-11-06,1.286521110936873,0.7079461500203649
2019-11-07,1.2872033866248538,0.7059106357616438
2019-11-08,1.2788729908066898,0.7105180792268088
2019-11-11,1.27875233466916,0.7102299529059468
2019-11-12,1.2760019252476016,0.7196983341159746
2019-11-13,1.2766826906729605,0.7101468223555195
2019-11-14,1.2768153437582461,0.7103404663101254
2019-11-15,1.2758815273007964,0.7100848313503473
2019-11-18,1.2731439180351518,0.7111394250764772
2019-11-19,1.2728938826187242,0.7118267194103676
2019-11-20,1.2642487492110692,0.7034064811692459
2019-11-21,1.260113536768268,0.7114541688124416
2019-11-22,1.2587089207112117,0.7119074433328311
2019-11-25,1.2596404054249466,0.7103762648016366
2019-11-26,1.2522103740313302,0.7186951470956598
2019-11-27,1.251458256938062,0.7187895681745838
2019-11-29,1.2457023813160526,0.7212632712841168
2019-12-02,1.2457413406774223,0.7275173071947426
2019-12-03,1.2453203283303274,0.7296882346167848
2019-12-04,1.2460770876070701,0.739968725276359
2019-12-05,1.2624003558503192,0.7256941719434559
2019-12-06,1.2631108454586353,0.7236517628185262
2019-12-09,1.2509191771425594,0.7392086254980893
2019-12-10,1.2506637580627984,0.7384166414204671
2019-12-11,1.25128947487193,0.7371638228048762
2019-12-12,1.2519152579060928,0.7335192993913178
2019-12-13,1.2524453122583328,0.7332889571117034
2019-12-16,1.2439631338940358,0.7288412431155755
2019-12-17,1.2399949509069543,0.7135042515543284
