Date,MSFT_rolling_beta,LMT_rolling_beta
2016-02-23,,
2016-02-24,,
2016-02-25,,
2016-02-26,,
2016-02-29,,
2016-03-01,,
2016-03-02,,
2016-03-03,,
2016-03-04,,
2016-03-07,,
2016-03-08,,
2016-03-09,,
2016-03-10,,
2016-03-11,,
2016-03-14,,
2016-03-15,,
2016-03-16,,
2016-03-17,,
2016-03-18,,
2016-03-21,,
2016-03-22,,
2016-03-23,,
2016-03-24,,
2016-03-28,,
2016-03-29,,
2016-03-30,,
2016-03-31,,
2016-04-01,,
2016-04-04,,
2016-04-05,,
2016-04-06,,
2016-04-07,,
2016-04-08,,
2016-04-11,,
2016-04-12,,
2016-04-13,,
2016-04-14,,
2016-04-15,,
2016-04-18,,
2016-04-19,,
2016-04-20,,
2016-04-21,,
2016-04-22,,
2016-04-25,,
2016-04-26,,
2016-04-27,,
2016-04-28,,
2016-04-29,,
2016-05-02,,
2016-05-03,,
2016-05-04,,
2016-05-05,,
2016-05-06,,
2016-05-09,,
2016-05-10,,
2016-05-11,,
2016-05-12,,
2016-05-13,,
2016-05-16,,
2016-05-17,,
2016-05-18,,
2016-05-19,,
2016-05-20,,
2016-05-23,,
2016-05-24,,
2016-05-25,,
2016-05-26,,
2016-05-27,,
2016-05-31,,
2016-06-01,,
2016-06-02,,
2016-06-03,,
2016-06-06,,
2016-06-07,,
2016-06-08,,
2016-06-09,,
2016-06-10,,
2016-06-13,,
2016-06-14,,
2016-06-15,,
2016-06-16,,
2016-06-17,,
2016-06-20,,
2016-06-21,,
2016-06-22,,
2016-06-23,,
2016-06-24,,
2016-06-27,,
2016-06-28,,
2016-06-29,,
2016-06-30,,
2016-07-01,,
2016-07-05,,
2016-07-06,,
2016-07-07,,
2016-07-08,,
2016-07-11,,
2016-07-12,,
2016-07-13,,
2016-07-14,,
2016-07-15,,
2016-07-18,,
2016-07-19,,
2016-07-20,,
2016-07-21,,
2016-07-22,,
2016-07-25,,
2016-07-26,,
2016-07-27,,
2016-07-28,,
2016-07-29,,
2016-08-01,,
2016-08-02,,
2016-08-03,,
2016-08-04,,
2016-08-05,,
2016-08-08,,
2016-08-09,,
2016-08-10,,
2016-08-11,,
2016-08-12,,
2016-08-15,,
2016-08-16,,
2016-08-17,,
2016-08-18,,
2016-08-19,,
2016-08-22,,
2016-08-23,,
2016-08-24,,
2016-08-25,,
2016-08-26,,
2016-08-29,,
2016-08-30,,
2016-08-31,,
2016-09-01,,
2016-09-02,,
2016-09-06,,
2016-09-07,,
2016-09-08,,
2016-09-09,,
2016-09-12,,
2016-09-13,,
2016-09-14,,
2016-09-15,,
2016-09-16,,
2016-09-19,,
2016-09-20,,
2016-09-21,,
2016-09-22,,
2016-09-23,,
2016-09-26,,
2016-09-27,,
2016-09-28,,
2016-09-29,,
2016-09-30,,
2016-10-03,,
2016-10-04,,
2016-10-05,,
2016-10-06,,
2016-10-07,,
2016-10-10,,
2016-10-11,,
2016-10-12,,
2016-10-13,,
2016-10-14,,
2016-10-17,,
2016-10-18,,
2016-10-19,,
2016-10-20,,
2016-10-21,,
2016-10-24,,
2016-10-25,,
2016-10-26,,
2016-10-27,,
2016-10-28,,
2016-10-31,,
2016-11-01,,
2016-11-02,,
2016-11-03,,
2016-11-04,,
2016-11-07,,
2016-11-08,,
2016-11-09,,
2016-11-10,,
2016-11-11,,
2016-11-14,,
2016-11-15,,
2016-11-16,,
2016-11-17,,
2016-11-18,,
2016-11-21,,
2016-11-22,,
2016-11-23,,
2016-11-25,,
2016-11-28,,
2016-11-29,,
2016-11-30,,
2016-12-01,,
2016-12-02,,
2016-12-05,,
2016-12-06,,
2016-12-07,,
2016-12-08,,
2016-12-09,,
2016-12-12,,
2016-12-13,,
2016-12-14,,
2016-12-15,,
2016-12-16,,
2016-12-19,,
2016-12-20,,
2016-12-21,,
2016-12-22,,
2016-12-23,,
2016-12-27,,
2016-12-28,,
2016-12-29,,
2016-12-30,,
2017-01-03,1.167472380381775,0.4403492956425579
2017-01-04,1.1619666049401547,0.439019439699302
2017-01-05,1.159617825282214,0.4396953458842869
2017-01-06,1.1509990651754556,0.4264056794342163
2017-01-09,1.1615583146729707,0.4278121498108293
2017-01-10,1.161481321083464,0.4284084128483714
2017-01-11,1.1618856096556807,0.4245148963804573
2017-01-12,1.178663229645251,0.41758417349588584
2017-01-13,1.1697368053677568,0.4163163910568056
2017-01-17,1.1478980759149886,0.42528391022195433
2017-01-18,1.146504339147292,0.42462737085523106
2017-01-19,1.156190996427813,0.4082539184556324
2017-01-20,1.1591746529202365,0.40849480537633276
2017-01-23,1.1422955087920315,0.4126114648597653
2017-01-24,1.1538237255892188,0.4041769185622125
2017-01-25,1.1598701567708591,0.40963487004123716
2017-01-26,1.1542365798648921,0.4028416935169263
2017-01-27,1.1478000008204001,0.4058881087297407
2017-01-30,1.0990782949003275,0.3888510683841056
2017-01-31,1.0989533217604412,0.3887048587810342
2017-02-01,1.0858645231059492,0.40430658760358623
2017-02-02,1.0918723625331543,0.4015054750633012
2017-02-03,1.0921927779544582,0.4065150490461412
2017-02-06,1.0709839325966122,0.43110887215419685
2017-02-07,1.0726529350177858,0.4530640003041601
2017-02-08,1.0724572846156177,0.45398731104708884
2017-02-09,1.0747699225826892,0.45420722428187427
2017-02-10,1.0856945599705194,0.4293970859405698
2017-02-13,1.0949993798551199,0.4517061304386663
2017-02-14,1.0955502860087662,0.4438288169133367
2017-02-15,1.0839497895843833,0.4312036043842977
2017-02-16,1.0842009055296498,0.43389765008038805
2017-02-17,1.083901239240283,0.4336690154314445
2017-02-21,1.0797681591760682,0.4331381275842208
2017-02-22,1.0635760400779317,0.4387590620897561
2017-02-23,1.0634280673264858,0.4380400163093752
2017-02-24,1.0610789239833462,0.42938115231628615
2017-02-27,1.0587896955215517,0.43057417902616923
2017-02-28,1.0579449665692506,0.43169938717620165
2017-03-01,1.0403695903591248,0.43117112721344925
2017-03-02,1.0446902253179475,0.4358655789050219
2017-03-03,1.0506235871611203,0.43466440484293173
2017-03-06,1.0514983077604032,0.4346372880917862
2017-03-07,1.05180472777627,0.4340719643143344
2017-03-08,1.0793662733770277,0.43824470984662994
2017-03-09,1.0730915793200715,0.43737868722215145
2017-03-10,1.070656690580071,0.436963411201057
2017-03-13,1.068435766395293,0.44537411050125064
2017-03-14,1.0693399281897642,0.4463556866194839
2017-03-15,1.0710504645503771,0.44813897910078165
2017-03-16,1.067518585237846,0.4480562236976778
2017-03-17,1.067956714270541,0.44532903956713066
2017-03-20,1.078353163974793,0.4432489213328445
2017-03-21,1.0715084565080197,0.4503921711755158
2017-03-22,1.0728396246743692,0.4501141736701519
2017-03-23,1.0789011607272132,0.45473375434067675
2017-03-24,1.0789495679855314,0.45462742315471366
2017-03-27,1.0783333480245512,0.45489351903008574
2017-03-28,1.0662178117430838,0.4548635603097268
2017-03-29,1.065762477228682,0.4521146096611414
2017-03-30,1.0663934265629293,0.4526828762234578
2017-03-31,1.0659869392523322,0.45297078149754405
2017-04-03,1.067312245882379,0.4540095008973363
2017-04-04,1.0619670180441747,0.46348096048107645
2017-04-05,1.0630051976374635,0.4685287942158326
2017-04-06,1.0639691803680353,0.4737829453246625
2017-04-07,1.0647821030415712,0.4726889054250767
2017-04-10,1.0650233993402234,0.4705210821626955
2017-04-11,1.0688883233283046,0.4694096533834121
2017-04-12,1.0687717529486174,0.4769323973873276
2017-04-13,1.0660514484947468,0.4759364264525013
2017-04-17,1.0654109978247073,0.4777719944995598
2017-04-18,1.0609345326320583,0.47754171367909765
2017-04-19,1.0624373224989025,0.47812779543847905
2017-04-20,1.0624278828702203,0.4808605061732277
2017-04-21,1.0613749177013043,0.47889727800744886
2017-04-24,1.0694975781871543,0.4840981306489714
2017-04-25,1.0709116857909753,0.46929192249196394
2017-04-26,1.0743384824007547,0.4643600033242661
2017-04-27,1.0759027064850804,0.46366630537747167
2017-04-28,1.0638100377002413,0.4655125732720842
2017-05-01,1.0673776008493328,0.4650888252881365
2017-05-02,1.0636013978059813,0.46517595188164285
2017-05-03,1.0577792510562738,0.47637815865652317
2017-05-04,1.0637098829578533,0.4820833764839521
2017-05-05,1.0629488017993824,0.4859043552101134
2017-05-08,1.061804708263347,0.48418469137396936
2017-05-09,1.0614563217881612,0.48358225803044524
2017-05-10,1.0559014372657245,0.4705272399780352
2017-05-11,1.067908275428715,0.46382048341772514
2017-05-12,1.0695772332918259,0.4667734370715236
2017-05-15,1.0671219971429242,0.46041078725857204
2017-05-16,1.0617780749418568,0.4618682325488177
2017-05-17,1.0675150028446334,0.46016960953818165
2017-05-18,1.0669598185514833,0.45729172937376644
2017-05-19,1.0594851911717083,0.4636796366465271
2017-05-22,1.063308278342516,0.4687892901665922
2017-05-23,1.0607999739619884,0.4686902629568651
2017-05-24,1.0401423411414432,0.47080951432892676
2017-05-25,1.041214538457496,0.4751151794859235
2017-05-26,1.0406783097707402,0.4753483863892413
2017-05-30,1.0376195293196666,0.47755187079511324
2017-05-31,1.0393156253061735,0.4759943047187788
2017-06-01,1.0344575002976377,0.4704915353989211
2017-06-02,1.04273410210938,0.4715429091722702
2017-06-05,1.0364459358690918,0.475415559447978
2017-06-06,1.0347730823021397,0.4797141136040361
2017-06-07,1.0345782684734093,0.4797955762888869
2017-06-08,1.0353138157213877,0.4793138472648297
2017-06-09,1.037405808142721,0.48038558196776043
2017-06-12,1.0470687099051736,0.4851659646495964
2017-06-13,1.0336993068712843,0.47966255537419505
2017-06-14,1.0334547476229314,0.4799368046718264
2017-06-15,1.0340861267870023,0.47853833260461365
2017-06-16,1.0321878740709594,0.47846057531177544
2017-06-19,1.0333797977670485,0.47499312053611953
2017-06-20,1.0444313192640957,0.47050561947186026
2017-06-21,1.0410924342856587,0.47072245252046735
2017-06-22,1.0404802826519504,0.4709362133550199
2017-06-23,1.039044782559264,0.47023571222721183
2017-06-26,1.0290071110605312,0.5395168241082027
2017-06-27,1.0213741806474734,0.566175978197296
2017-06-28,1.0138797357728673,0.5755933376054908
2017-06-29,1.0190382665206987,0.5782802420954124
2017-06-30,1.0240089129930134,0.5636860927896536
2017-07-03,1.0218117975434795,0.5636481905923093
2017-07-05,1.032517538698355,0.5706459097868112
2017-07-06,1.0320850778692165,0.5715755454540746
2017-07-07,1.0363125533596234,0.5803244376224929
2017-07-10,1.034469993015085,0.5823013699587049
2017-07-11,1.0342326930720058,0.5786109764489075
2017-07-12,1.038624511753797,0.5776327174521757
2017-07-13,1.040293969801369,0.5783199607490114
2017-07-14,1.045663888292062,0.5810291908178147
2017-07-17,1.0448998240440592,0.5815419052252182
2017-07-18,1.0445688230079635,0.5827801466043495
2017-07-19,1.0394852589786614,0.5942128380220454
2017-07-20,1.0123819909660585,0.6012870655449235
2017-07-21,1.0142640442863433,0.5968757225743914
2017-07-24,1.0098939310218726,0.5910818666563441
2017-07-25,1.0137521447194575,0.5869524900115496
2017-07-26,1.014177299386577,0.5873093336560239
2017-07-27,1.0147317597947378,0.5883132600712099
2017-07-28,1.0152276715577608,0.5855267170750772
2017-07-31,1.0152983685213024,0.5852756662177345
2017-08-01,1.0140169409607733,0.5880130704196077
2017-08-02,1.0218216482262108,0.5994892231448747
2017-08-03,1.0207537152614188,0.5995840436753463
2017-08-04,1.0220003992159996,0.6001930705091816
2017-08-07,1.0210567343086552,0.5953203086501214
2017-08-08,1.0184135747590501,0.5908200154724528
2017-08-09,1.0193768544222588,0.5859554783536702
2017-08-10,1.0187690092595068,0.583845136541594
2017-08-11,1.0218180691796663,0.5831000323613119
2017-08-14,1.0261154216052548,0.5920516039274809
2017-08-15,1.02645756362973,0.5903177728818836
2017-08-16,1.0269022787858535,0.5616164255957822
2017-08-17,1.02910263997579,0.5745708327853404
2017-08-18,1.0295792531556403,0.5775026923144203
2017-08-21,1.029722591135001,0.5765489622775158
2017-08-22,1.0329955499660781,0.580371823657062
2017-08-23,1.0343572714805849,0.5879342130996844
2017-08-24,1.0390207012304435,0.5850537017931089
2017-08-25,1.039666203653626,0.585158849111736
2017-08-28,1.0392927567246535,0.5809023806582063
2017-08-29,1.0422608358009697,0.5843030974389218
2017-08-30,1.0459111652541118,0.5786320836601363
2017-08-31,1.0461624581651612,0.5793045468154703
2017-09-01,1.0421956439017228,0.5758405602587618
2017-09-05,1.0412512059366195,0.5744145732863308
2017-09-06,1.0406568470187951,0.5740253217035909
2017-09-07,1.038577823726178,0.5739145515511239
2017-09-08,1.0388197467082005,0.573735114957205
2017-09-11,1.0502500516844797,0.5650612327374147
2017-09-12,1.0486401900734745,0.5723576772616377
2017-09-13,1.0620656107483752,0.576189551844635
2017-09-14,1.0625425374599995,0.5750071235041705
2017-09-15,1.0565405635605607,0.5748904963161799
2017-09-18,1.05806891593745,0.5721433075312924
2017-09-19,1.0580418702199041,0.5731008457143115
2017-09-20,1.0567616814858545,0.573476821883762
2017-09-21,1.0535863414186182,0.5622693442476557
2017-09-22,1.0600761287916187,0.5558009891510054
2017-09-25,1.0656028521251284,0.5575606470851671
2017-09-26,1.065268710513349,0.561759478064798
2017-09-27,1.0563309467856303,0.5624673707514223
2017-09-28,1.0598632525243659,0.5650262976400333
2017-09-29,1.0603475611691169,0.5507618327694114
2017-10-02,1.0654904756875254,0.571355799874965
2017-10-03,1.0628222467859039,0.5743806319585991
2017-10-04,1.0636808559666002,0.5639378286125303
2017-10-05,1.0714564369553412,0.5696384012094676
2017-10-06,1.07167149307351,0.5664520418373642
2017-10-09,1.0722175307063029,0.5622250503050994
2017-10-10,1.0727312963780844,0.5653941005271862
2017-10-11,1.0701870950158958,0.5660372075851172
2017-10-12,1.0655777778457847,0.5625917029377897
2017-10-13,1.0657684357541668,0.567205133356522
2017-10-16,1.066714947080908,0.5664031859246661
2017-10-17,1.0663638233283015,0.5677421566719614
2017-10-18,1.0654852650934996,0.5703777365043433
2017-10-19,1.0665258222311942,0.5711723822228745
2017-10-20,1.0690534907508626,0.5749306178470723
2017-10-23,1.0693178621036186,0.5708308794043573
2017-10-24,1.0566434205171757,0.5635382706499332
2017-10-25,1.0585702870057483,0.6305120945717497
2017-10-26,1.0565061927756105,0.6295444500322326
2017-10-27,1.1185506767839741,0.6201910138961294
2017-10-30,1.1129112267208296,0.6157615588622392
2017-10-31,1.1102539689296629,0.6141907822838917
2017-11-01,1.1167349565666917,0.6120599170973328
2017-11-02,1.1182976344768594,0.6175083167881412
2017-11-03,1.1176152077141879,0.5957965604677129
2017-11-06,1.1147113199281837,0.5922162291495686
2017-11-07,1.1008769234730484,0.5914332331083799
2017-11-08,1.1032793755147796,0.5937222923902845
2017-11-09,1.1593893326677422,0.4771065031123592
2017-11-10,1.1727327769066644,0.47131713854847734
2017-11-13,1.1721941071296216,0.47028055713549266
2017-11-14,1.1745466730825442,0.4617527083791475
2017-11-15,1.1641927701598616,0.4826933706260007
2017-11-16,1.1524113022864992,0.4813272288843523
2017-11-17,1.1471801603431058,0.4879882901345345
2017-11-20,1.1453497329745488,0.49148633896491445
2017-11-21,1.1533562626606042,0.4992231205053319
2017-11-22,1.1549254300895344,0.4995767426359395
2017-11-24,1.1566574932347784,0.500277224052605
2017-11-27,1.1567209635302997,0.4976497890108797
2017-11-28,1.1658974205055197,0.5040531970836252
2017-11-29,1.1673870073434858,0.5028869447952967
2017-11-30,1.1605708471398195,0.49572055059445885
2017-12-01,1.1476526263230757,0.5094867351847009
2017-12-04,1.1605883749241865,0.5120252823191827
2017-12-05,1.1419383134143182,0.5234454093787213
2017-12-06,1.1448744539343072,0.5261788429402549
2017-12-07,1.1196235427960126,0.5420866236327803
2017-12-08,1.1367887566319088,0.5589824364801458
2017-12-11,1.1329297667781486,0.5600702972836903
2017-12-12,1.1371434068917237,0.5435636808172711
2017-12-13,1.131824600783191,0.5525886942185623
2017-12-14,1.1416473423520261,0.5638404306522699
2017-12-15,1.1702392678795783,0.5910226533936863
2017-12-18,1.1537957093003242,0.5848337944534242
2017-12-19,1.1512719456918068,0.5884062126223206
2017-12-20,1.1564584300469056,0.5872949147485004
2017-12-21,1.1567395366423823,0.5838084314387619
2017-12-22,1.1588630474155954,0.5847381131344337
2017-12-26,1.1607517481835457,0.587521944584323
2017-12-27,1.1617360814426705,0.5863777144419698
2017-12-28,1.170124015131214,0.5869290745017344
2017-12-29,1.1647328288617183,0.5884569162444846
2018-01-02,1.1490377610526887,0.5684096014391469
2018-01-03,1.150609951917381,0.5609462828239364
2018-01-04,1.1720491697327033,0.5734218167326732
2018-01-05,1.1775777217343324,0.5830811041253654
2018-01-08,1.1753141060402854,0.5797614980656022
2018-01-09,1.1754920596780496,0.581678529595952
2018-01-10,1.1771601037900694,0.5824621983375647
2018-01-11,1.1636085385749382,0.5771093291437642
2018-01-12,1.1688450240764219,0.5824248407435997
2018-01-16,1.1793820081805306,0.5980852706119699
2018-01-17,1.195818643361465,0.6116152019720275
2018-01-18,1.19632689136529,0.6148954864439743
2018-01-19,1.1894780916988825,0.6202525938305883
2018-01-22,1.1985245948266094,0.6020978387124026
2018-01-23,1.2031916905053133,0.6016351920746447
2018-01-24,1.2050781186201098,0.6308668556673146
2018-01-25,1.2163712518038012,0.6495073293816146
2018-01-26,1.228755346992023,0.6975914811829783
2018-01-29,1.23108009883911,0.6658145596420443
2018-01-30,1.2284182080208967,0.6605699114952345
2018-01-31,1.2198160573252923,0.6558325574385088
2018-02-01,1.2188559569944204,0.6548518206136779
2018-02-02,1.2214523259707433,0.6564970466057161
2018-02-05,1.1844581084471133,0.7630819342801431
2018-02-06,1.220483090113819,0.7443071907685959
2018-02-07,1.2286888396100175,0.7301858805407779
2018-02-08,1.2567756142589679,0.7555641516192864
2018-02-09,1.2825206083871397,0.76994518656175
2018-02-12,1.2744770967265415,0.7702186821847392
2018-02-13,1.273345539101595,0.7716384935234869
2018-02-14,1.2676453218870423,0.7730375914189787
2018-02-15,1.2762394845684324,0.7825312832414808
2018-02-16,1.2768442280314103,0.7843737588616038
2018-02-20,1.2666914176362452,0.7854761300181196
2018-02-21,1.2766399751829103,0.7888533010939622
2018-02-22,1.2763732598753565,0.7894390904998542
2018-02-23,1.2844102929211145,0.7831663997006524
2018-02-26,1.2838280703429366,0.7731101652453711
2018-02-27,1.2820709028841695,0.7614516707583497
2018-02-28,1.2725858824177203,0.7609451493200429
2018-03-01,1.2734958034730828,0.8011933082349926
2018-03-02,1.2641626949457871,0.8007743671361516
2018-03-05,1.2563473857364438,0.7936620633287085
2018-03-06,1.2555781072289611,0.7912459461979598
2018-03-07,1.2577436537291744,0.793972455036429
2018-03-08,1.2605591075740321,0.7916302755593776
2018-03-09,1.2603626049446741,0.7645198048704228
2018-03-12,1.2604358133243752,0.7685898485631011
2018-03-13,1.27225011975884,0.7646383977194517
2018-03-14,1.2719470180051138,0.7648092604073204
2018-03-15,1.275571656072376,0.7648100932600166
2018-03-16,1.2754393503355617,0.7627692380386275
2018-03-19,1.2778543840485468,0.7367252582128127
2018-03-20,1.278813605397736,0.7371267345985144
2018-03-21,1.2901989419946045,0.7362704537983135
2018-03-22,1.2826965367657621,0.7514563951867694
2018-03-23,1.2877175796583773,0.673285117884158
2018-03-26,1.3720013693125226,0.6807156571628938
2018-03-27,1.4035788946249248,0.6848240911221333
2018-03-28,1.4067535898950165,0.6866762989078048
2018-03-29,1.407225131583895,0.6844025067258874
2018-04-02,1.4052150219881698,0.6824608290110985
2018-04-03,1.4015156025851785,0.6772763544036621
2018-04-04,1.4108144771835083,0.6885394552263182
2018-04-05,1.4054431715013092,0.6926513687186052
2018-04-06,1.3959750849801702,0.7216178874905514
2018-04-09,1.3965821696220402,0.7221884596573839
2018-04-10,1.3939015008433073,0.7194893213610475
2018-04-11,1.3958011194773425,0.7184407496804368
2018-04-12,1.3990115759903163,0.7205371560385987
2018-04-13,1.4001617385343113,0.7188668520617808
2018-04-16,1.4029094306735357,0.7216651941272509
2018-04-17,1.408515280653444,0.7226184863457134
2018-04-18,1.4088741287699313,0.7221559053350864
2018-04-19,1.407378799127488,0.7190362261876112
2018-04-20,1.41072742796346,0.7175888139397696
2018-04-23,1.4143625811611504,0.717555815627758
2018-04-24,1.4199079005223045,0.7641231043294043
2018-04-25,1.4212162313177934,0.7746936608980193
2018-04-26,1.425312127150086,0.7715497850437005
2018-04-27,1.424868506503615,0.7723141001043397
2018-04-30,1.4339765683336965,0.7701179951416163
2018-05-01,1.4344171458323274,0.7653155581996681
2018-05-02,1.4377332531125946,0.7673956781608725
2018-05-03,1.4358060754391215,0.7645946526232417
2018-05-04,1.4292739058789325,0.7601813034552197
2018-05-07,1.4315256100380345,0.7625962348017308
2018-05-08,1.4314016049827625,0.7626761504022866
2018-05-09,1.4304809035332544,0.7622530601070161
2018-05-10,1.4289464602376547,0.7569840852168607
2018-05-11,1.4265773748370347,0.7572825555253223
2018-05-14,1.426677280019617,0.7570999662996609
2018-05-15,1.4290450893331352,0.754830827073254
2018-05-16,1.428681112825179,0.7530837432957163
2018-05-17,1.428754221278061,0.7606855444207304
2018-05-18,1.4285004770885095,0.7627310846749437
2018-05-21,1.4339389717552102,0.7590994668658527
2018-05-22,1.4317093192385948,0.7616619036674674
2018-05-23,1.4327608841308053,0.7649483819420447
2018-05-24,1.4333941426184105,0.763876627798723
2018-05-25,1.4314858517481794,0.765907042976685
2018-05-29,1.4239707968239865,0.7684901068430904
2018-05-30,1.4172711075722153,0.7691689628362932
2018-05-31,1.4128303791333086,0.7737741300582768
2018-06-01,1.4213290105988399,0.7772192310920439
2018-06-04,1.4182065804026587,0.7774672450002896
2018-06-05,1.4196917222606815,0.7770563429716064
2018-06-06,1.415992618960954,0.7711166708177495
2018-06-07,1.4181560234899748,0.7701417053476448
2018-06-08,1.419231142811176,0.7699432434690292
2018-06-11,1.4163466173350554,0.7693809137007989
2018-06-12,1.4153901785359355,0.7678237948813829
2018-06-13,1.4142794447524363,0.7675838498886218
2018-06-14,1.4138575047131805,0.7668220626115294
2018-06-15,1.4145591740158359,0.7679912398183901
2018-06-18,1.4138593083797963,0.7681991814235619
2018-06-19,1.4127279496451361,0.7751360036671484
2018-06-20,1.4113443414425169,0.7791411208716553
2018-06-21,1.4106082522392351,0.780515165018333
2018-06-22,1.4102775429190955,0.7801354103475874
2018-06-25,1.4091629225729114,0.7708499789140959
2018-06-26,1.4093923971424336,0.7706637286976603
2018-06-27,1.4064254527407911,0.775149227085175
2018-06-28,1.411113235848277,0.7740640708425703
2018-06-29,1.406628942813078,0.7710553532865637
2018-07-02,1.4080501834075634,0.7728334368677882
2018-07-03,1.4111210505845002,0.771062079051811
2018-07-05,1.407540208527941,0.7665905729610283
2018-07-06,1.4113872124469633,0.7645498452132302
2018-07-09,1.4064110202446454,0.7701700686330462
2018-07-10,1.406377546749994,0.7707388572418528
2018-07-11,1.40257798261915,0.7717952918117841
2018-07-12,1.40465482127373,0.781916597868927
2018-07-13,1.4043740263738391,0.7820607731172735
2018-07-16,1.4031709547389244,0.781257602208443
2018-07-17,1.4040998164610912,0.7789818119095394
2018-07-18,1.4025397505755188,0.7795097113601293
2018-07-19,1.4036938820567242,0.7759869951754067
2018-07-20,1.4019746241158686,0.7748114240974618
2018-07-23,1.402300386539083,0.773780554344442
2018-07-24,1.4014417820815337,0.775189638781127
2018-07-25,1.4093425922486473,0.7756018509760001
2018-07-26,1.4107473704929807,0.7761482776550214
2018-07-27,1.4132824242868836,0.7700400489920897
2018-07-30,1.4192639785063137,0.7747768709790399
2018-07-31,1.4184714452169964,0.7796562293413721
2018-08-01,1.41878123930457,0.7800034806280309
2018-08-02,1.4190879838230832,0.7752015017254457
2018-08-03,1.4190600665658257,0.7750652176733788
2018-08-06,1.4170764659859587,0.7711161440204043
2018-08-07,1.4177578379083033,0.7710597580528847
2018-08-08,1.4188751096016903,0.7737096921477331
2018-08-09,1.4183469307862027,0.7759877719348627
2018-08-10,1.423399957816913,0.7828139673712895
2018-08-13,1.4230214329726565,0.7809240313223383
2018-08-14,1.4239650857048696,0.7821462810929506
2018-08-15,1.4249445972750416,0.7789796684807285
2018-08-16,1.4180940176132546,0.7887743561752771
2018-08-17,1.422745348830002,0.7865057380804408
2018-08-20,1.4219292657128932,0.7850696682785643
2018-08-21,1.4196310492040745,0.7848418806878039
2018-08-22,1.420614239118287,0.7839951969262207
2018-08-23,1.4189448246182341,0.7837921075784158
2018-08-24,1.4185086148666013,0.7836386536610548
2018-08-27,1.4185431595707287,0.7853185031880515
2018-08-28,1.4182315216136365,0.7853036842464639
2018-08-29,1.420474904051387,0.7837899214718482
2018-08-30,1.417629458105266,0.7862403599063517
2018-08-31,1.4173447184107042,0.7888956730272945
2018-09-04,1.4200086620254992,0.7898732434349652
2018-09-05,1.4310122308307,0.79311557367552
2018-09-06,1.4293866562804016,0.7846862816705811
2018-09-07,1.4310874645255676,0.7849761178339347
2018-09-10,1.4313152595038638,0.7835836121315146
2018-09-11,1.4369726895910166,0.7845277148237344
2018-09-12,1.4386792477413182,0.7855604255791411
2018-09-13,1.4394382450934027,0.7895091913196559
2018-09-14,1.4388734962116216,0.7905537483800519
2018-09-17,1.43924991339509,0.7821521186424528
2018-09-18,1.4401050278728422,0.784037679504769
2018-09-19,1.4402378506935098,0.7839216097292606
2018-09-20,1.4429268162955091,0.7726205688376803
2018-09-21,1.440538157019503,0.7713178127094976
2018-09-24,1.4387783355112347,0.7707614795888893
2018-09-25,1.4362662264174015,0.7686333150471556
2018-09-26,1.4360507463250423,0.7683633395973124
2018-09-27,1.4365875782070692,0.7704008912265835
2018-09-28,1.4367443296245517,0.7705840125983051
2018-10-01,1.4367480265530619,0.7706597125644123
2018-10-02,1.4389249563023783,0.7699748207417962
2018-10-03,1.4397883973490033,0.7690444588609985
2018-10-04,1.44510006344944,0.7608770291957945
2018-10-05,1.4413763914714544,0.7614324734982979
2018-10-08,1.4429040942472844,0.7606360845680943
2018-10-09,1.441892193135965,0.762371216211772
2018-10-10,1.4570867318348026,0.7728546713519006
2018-10-11,1.4277645353885702,0.7915196826249824
2018-10-12,1.4398175005848346,0.7873334878739184
2018-10-15,1.4434210509181709,0.7829248749849442
2018-10-16,1.4411907940300304,0.7832425084318823
2018-10-17,1.4413298413542794,0.7839842868474739
2018-10-18,1.4403939266896881,0.7881702144992694
2018-10-19,1.4398174835902897,0.7878594739871059
2018-10-22,1.4360341045896219,0.7864860296707554
2018-10-23,1.4397724158479634,0.7923011677463503
2018-10-24,1.451497479113874,0.8040758897974419
2018-10-25,1.4811364492048862,0.7746227665695314
2018-10-26,1.4720857016276396,0.7689688592753113
2018-10-29,1.4587273880728617,0.7926230826813537
2018-10-30,1.438930431108632,0.7960038913639914
2018-10-31,1.4469661834925072,0.7963838557850349
2018-11-01,1.4297380321851156,0.8019289649835409
2018-11-02,1.4271002706672244,0.8006416883023784
2018-11-05,1.4287569885366553,0.8031408473657948
2018-11-06,1.4268805721700242,0.8048818743509175
2018-11-07,1.4352279783537147,0.7999465493554098
2018-11-08,1.4349766735602836,0.7999341192145605
2018-11-09,1.437654468800838,0.7856495846350117
2018-11-12,1.43349869478092,0.79474967056985
2018-11-13,1.4334085076580905,0.7943639946094239
2018-11-14,1.4352527330913805,0.795395414534928
2018-11-15,1.437313769735766,0.7927170198944704
2018-11-16,1.4434323206517512,0.7924705728696538
2018-11-19,1.449451390447926,0.7979900571542587
2018-11-20,1.4512113126916184,0.7862206054150874
2018-11-21,1.451279370575509,0.7850075039461671
2018-11-23,1.4493798737137598,0.7827740694778492
2018-11-26,1.45570662259527,0.7734078844687496
2018-11-27,1.456112413929684,0.7735019960236114
2018-11-28,1.459045847654435,0.7708738217494603
2018-11-29,1.4596842431244235,0.7698050999310238
2018-11-30,1.4586234338663797,0.7697694196955034
2018-12-03,1.4557831227326608,0.7582225602291711
2018-12-04,1.4287233685371317,0.7686778283768119
